,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,label_kmeans
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,3
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,3
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,3
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,3
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,3
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,3
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,3
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,3
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,3
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,3
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,3
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,3
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,2
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,2
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,3
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,3
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,3
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,3
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,3
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,3
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,3
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,3
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,3
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,3
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,1
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,1
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,1
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,3
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,3
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,3
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,3
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,3
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,3
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,3
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,3
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,3
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,3
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,3
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,3
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,3
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,3
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,3
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,3
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,3
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,3
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,3
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,3
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,3
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,3
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,3
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,3
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,3
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,3
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,3
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,3
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,3
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,3
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,3
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,3
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,3
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,3
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5,3
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34,2
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,3
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,3
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,3
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,3
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,3
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,3
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,3
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,3
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,3
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,3
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187,3
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,3
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,3
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,3
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,3
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,3
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,3
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,3
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,3
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16,3
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,3
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,3
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,2
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,2
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,2
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,2
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,2
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,2
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,3
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,3
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,3
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,3
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,3
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,3
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,3
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,3
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,3
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,3
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,3
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,3
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,3
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,3
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,3
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,3
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,3
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,3
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,3
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,3
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,3
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,3
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,3
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,3
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,3
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,3
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,3
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,3
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,3
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,3
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,3
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,3
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,3
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,3
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,3
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,3
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6,3
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,3
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,3
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3,3
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1,3
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3,3
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,3
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,3
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77,3
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188,3
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94,3
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31,3
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30,3
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52,3
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54,3
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47,3
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45,3
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74,3
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178,3
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155,3
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95,3
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74,3
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38,3
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24,3
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18,3
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12,3
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3,3
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3,3
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6,3
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,27,27,3
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2,97,99,3
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217,3
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130,3
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54,3
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35,3
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57,3
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,6,46,52,3
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,3,60,63,3
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,2,45,47,2
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76,2
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136,2
249,2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,94,95,2
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,0,51,51,2
251,2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,0,32,32,2
252,2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,0,20,20,2
253,2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,28,29,2
254,2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,1,18,19,2
255,2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,0,7,7,2
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,0,6,6,2
257,2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1,2
258,2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,0,5,5,2
259,2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,0,16,16,2
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,54,54,3
261,2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,3,125,128,3
262,2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,3,78,81,3
263,2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,0,39,39,3
264,2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,3,32,35,3
265,2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,3,52,55,3
266,2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,49,49,3
267,2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,0,44,44,3
268,2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,1,48,49,3
269,2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,5,63,68,3
270,2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,0,139,139,3
271,2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,2,135,137,3
272,2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,1,82,83,3
273,2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,2,54,56,3
274,2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,0,57,57,3
275,2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,1,32,33,3
276,2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,1,19,20,3
277,2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,1,6,7,3
278,2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,0,2,2,3
279,2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,0,2,2,3
280,2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,0,3,3,3
281,2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,0,4,4,3
282,2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,0,3,3,3
283,2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,28,28,3
284,2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,72,72,3
285,2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,5,197,202,3
286,2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,2,137,139,3
287,2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,2,36,38,3
288,2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,4,33,37,3
289,2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,3,49,52,3
290,2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,2,81,83,3
291,2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,3,39,42,3
292,2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,5,55,60,3
293,2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,2,76,78,3
294,2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,4,158,162,3
295,2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,3,141,144,3
296,2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,1,98,99,3
297,2011-01-13 20:00:00,1,0,1,1,6.56,7.575,47,15.0013,0,64,64,3
298,2011-01-13 21:00:00,1,0,1,1,5.74,6.06,46,19.9995,0,40,40,3
299,2011-01-13 22:00:00,1,0,1,1,5.74,6.06,46,22.0028,0,30,30,3
300,2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,1,14,15,3
301,2011-01-14 00:00:00,1,0,1,1,4.92,6.82,50,12.998,0,14,14,3
302,2011-01-14 01:00:00,1,0,1,1,4.1,6.06,54,11.0014,0,5,5,3
